City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Jesup,US,31.6074,-81.8854,82.38,44,1,0.0,clear sky
345,Port Blair,IN,11.6667,92.75,78.84,89,40,2.3,mist
346,Gelgaudiskis,LT,55.0792,22.9758,37.63,88,60,6.67,broken clouds
347,Zabol,AF,32.25,67.25,45.45,20,0,1.86,clear sky
348,Provideniya,RU,64.3833,-173.3,24.91,58,0,8.95,clear sky
349,Nowy Dwor Mazowiecki,PL,52.4302,20.7165,43.25,100,100,8.05,mist
350,Biltine,TD,14.5333,20.9167,88.23,18,1,16.84,clear sky
351,Oxford,GB,51.7522,-1.256,56.44,95,20,9.22,few clouds
352,Alekseyevka,RU,50.6309,38.6903,40.89,73,99,12.55,overcast clouds
353,Havre,FR,49.5833,0.3333,56.97,77,90,8.05,overcast clouds
354,Karpathos,GR,35.507,27.2132,69.76,73,7,27.63,clear sky
355,Vostok,RU,46.4856,135.8833,30.99,75,0,5.12,clear sky
356,Sakaiminato,JP,35.55,133.2333,49.98,93,75,3.44,broken clouds
357,Tambura,SS,5.6,27.4667,73.81,78,84,3.0,light rain
358,Rincon,US,32.296,-81.2354,82.31,60,75,6.91,broken clouds
359,Yatou,CN,37.15,122.3833,51.42,83,0,2.59,clear sky
360,Aizkraukle,LV,56.6048,25.2553,38.89,90,87,5.86,overcast clouds
361,Cassilandia,BR,-19.1133,-51.7342,68.2,88,100,5.03,overcast clouds
362,Moses Lake,US,47.1301,-119.2781,55.6,76,90,16.11,overcast clouds
363,Kibala,TD,9.1104,18.3463,78.75,78,20,0.0,thunderstorm
364,Adrar,MR,20.5022,-10.0711,86.31,21,22,6.91,few clouds
365,Katherine,AU,-14.4667,132.2667,82.72,65,9,6.91,clear sky
366,Maturin,VE,9.75,-63.1767,82.09,75,100,9.42,overcast clouds
367,Mananara,MG,-16.1667,49.7667,74.53,94,58,4.47,light rain
368,San Vicente,AR,-26.6167,-54.1333,68.22,51,0,5.68,clear sky
369,Jalingo,NG,8.8833,11.3667,80.22,66,100,3.47,overcast clouds
370,Bam,IR,29.106,58.357,66.85,19,0,3.13,clear sky
371,Emba,KZ,48.8264,58.1442,47.77,46,100,8.05,overcast clouds
372,Atar,MR,20.5169,-13.0499,88.74,18,57,2.13,broken clouds
373,Sao Filipe,CV,14.8961,-24.4956,79.63,67,27,8.03,scattered clouds
374,Oruro,BO,-17.9833,-67.15,68.09,4,0,22.41,clear sky
375,Toamasina,MG,-18.1667,49.3833,78.8,89,75,5.75,broken clouds
376,Sinyavino,RU,59.9078,31.0711,34.0,84,85,5.39,light snow
377,Owando,CG,-0.4819,15.8999,72.7,95,100,0.74,overcast clouds
378,Arman,RU,59.7,150.1667,22.55,66,100,1.34,overcast clouds
379,Latung,PH,5.5,120.8833,81.75,73,65,3.02,broken clouds
380,Padang,ID,-0.9492,100.3543,75.81,93,100,2.48,light rain
381,Talara,PE,-4.5772,-81.2719,75.96,64,0,13.8,clear sky
382,Ignacio Zaragoza,MX,28.3833,-107.2167,71.74,15,0,9.69,clear sky
383,Sete,FR,43.4018,3.6966,57.06,69,0,5.21,clear sky
384,Peniche,PT,39.3558,-9.3811,62.08,87,34,7.27,scattered clouds
385,Brylivka,UA,46.4248,33.1472,43.86,61,8,9.51,clear sky
386,Orlik,RU,52.5178,99.825,29.01,81,100,5.5,overcast clouds
387,Westport,US,41.1415,-73.3579,60.1,64,100,5.99,overcast clouds
388,Gemena,CD,3.25,19.7667,72.12,98,100,4.05,moderate rain
389,Falam,MM,22.9167,93.6833,56.66,97,11,2.15,few clouds
390,Kurtalan,TR,37.9272,41.7028,46.62,22,0,0.89,clear sky
391,Severnoye,RU,56.3491,78.3619,46.35,84,100,8.88,light rain
392,Bismarck,US,46.8083,-100.7837,41.2,93,90,14.97,overcast clouds
393,Nizhneudinsk,RU,54.9076,99.0276,40.33,90,88,12.73,light rain
394,Souillac,MU,-20.5167,57.5167,75.36,78,40,12.66,scattered clouds
395,Xinxiang,CN,35.3089,113.8672,53.94,66,22,4.38,few clouds
396,Lima,PE,-12.0432,-77.0282,67.14,72,75,10.36,broken clouds
397,Kloulklubed,PW,7.0419,134.2556,77.5,70,100,5.32,overcast clouds
398,Valdivia,CL,-39.8142,-73.2459,57.29,93,100,5.48,overcast clouds
399,Swinoujscie,PL,53.9105,14.2471,43.99,71,75,17.18,broken clouds
400,Moindou,NC,-21.6924,165.677,67.95,78,9,3.98,clear sky
401,Kandrian,PG,-6.2167,149.55,76.08,89,60,3.8,light rain
402,Necochea,AR,-38.5473,-58.7368,65.3,44,3,10.36,clear sky
403,San Rafael,AR,-34.6177,-68.3301,83.95,13,0,14.99,clear sky
404,Mandera,KE,3.9366,41.867,87.48,44,74,9.24,broken clouds
405,Muros,ES,42.7762,-9.0603,61.84,89,31,2.26,scattered clouds
406,Mandiana,GN,10.6333,-8.6833,78.39,74,60,3.33,broken clouds
407,Nsanje,MW,-16.92,35.262,83.8,47,0,8.16,clear sky
408,Prince Rupert,CA,54.3161,-130.3201,49.69,72,100,5.75,overcast clouds
409,Leh,IN,34.1667,77.5833,30.4,85,92,4.41,light snow
410,Whitehorse,CA,60.7161,-135.0538,32.77,80,20,0.0,few clouds
411,Eskisehir,TR,39.7767,30.5206,49.91,76,75,16.11,broken clouds
412,Olutanga,PH,7.3106,122.8464,81.18,77,88,3.04,overcast clouds
413,Verkhnyaya Inta,RU,65.9811,60.3094,25.27,95,100,10.4,overcast clouds
414,Caruray,PH,10.3094,119.0128,76.75,84,61,3.42,broken clouds
415,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,82.36,25,0,3.96,clear sky
416,Romanovka,RU,51.7443,42.7527,39.42,87,100,13.67,moderate rain
417,Tazovskiy,RU,67.4667,78.7,27.95,96,99,16.31,light snow
418,Akom,CM,2.6678,12.7109,69.89,92,98,1.23,light rain
419,Gornopravdinsk,RU,60.05,69.9,37.51,97,100,4.0,light rain
420,Chicama,PE,-7.8447,-79.1469,63.14,60,11,10.56,few clouds
421,Talnakh,RU,69.4865,88.3972,25.07,97,100,5.86,light snow
422,Santa Fe,AR,-31.6333,-60.7,82.0,20,0,8.01,clear sky
423,Northam,GB,51.0333,-4.2167,57.09,91,6,13.31,clear sky
424,Rocha,UY,-34.4833,-54.3333,68.45,55,0,12.46,clear sky
425,Mikun,RU,62.3547,50.0771,28.99,85,100,6.2,overcast clouds
426,Ahipara,NZ,-35.1667,173.1667,61.56,86,12,2.39,few clouds
427,Magadan,RU,59.5667,150.8,25.54,75,100,5.99,overcast clouds
428,Huarmey,PE,-10.0681,-78.1522,69.31,70,11,11.03,few clouds
429,Waterford,US,42.7023,-83.4027,51.73,79,90,3.44,light rain
430,Balakhninskiy,RU,58.0106,114.2769,32.72,95,100,6.49,light snow
431,Huaihua,CN,27.5494,109.9592,50.36,81,0,3.11,clear sky
432,Salalah,OM,17.0151,54.0924,76.96,78,31,3.36,scattered clouds
433,Nuuk,GL,64.1835,-51.7216,25.88,45,0,8.99,clear sky
434,La Reforma,MX,25.0833,-108.05,93.74,57,0,11.01,clear sky
435,Khani,GE,41.9563,42.9566,44.17,82,81,2.64,broken clouds
436,Buraydah,SA,26.326,43.975,79.25,24,0,9.66,clear sky
437,Letterkenny,IE,54.95,-7.7333,49.89,86,43,11.36,scattered clouds
438,Lagoa,PT,39.05,-27.9833,65.75,69,14,10.47,few clouds
439,Douglas,US,41.3,-96.167,51.62,96,90,1.01,heavy intensity rain
440,Llano De Piedra,PA,7.6667,-80.5667,77.9,99,100,3.78,overcast clouds
441,Whyalla,AU,-33.0333,137.5833,53.49,71,0,8.05,clear sky
442,Chimbote,PE,-9.0853,-78.5783,67.5,74,7,11.86,clear sky
443,Fort-Shevchenko,KZ,44.5086,50.263,56.55,46,100,6.38,overcast clouds
444,Lahad Datu,MY,5.0268,118.327,76.06,90,99,0.78,overcast clouds
445,Grandview,US,38.8858,-94.533,74.95,76,90,5.01,overcast clouds
446,Lompoc,US,34.6391,-120.4579,76.08,66,20,6.91,few clouds
447,Pahrump,US,36.2083,-115.9839,71.26,31,100,1.01,overcast clouds
448,Micheweni,TZ,-4.9667,39.8333,77.58,82,3,7.25,clear sky
449,Nobeoka,JP,32.5833,131.6667,56.77,81,100,6.17,heavy intensity rain
450,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,10.36,scattered clouds
451,Norilsk,RU,69.3535,88.2027,24.66,97,100,4.59,light snow
452,Treinta Y Tres,UY,-33.2333,-54.3833,67.26,57,0,8.72,clear sky
453,Vakhrushev,RU,48.9833,142.9667,39.47,71,2,6.24,clear sky
454,Plerin,FR,48.5425,-2.7798,55.72,95,0,1.99,clear sky
455,Praia,CV,14.9215,-23.5087,79.34,73,20,19.57,few clouds
456,Tarko-Sale,RU,64.9225,77.785,24.57,86,13,20.87,few clouds
457,Campbell River,CA,50.0163,-125.2446,52.52,95,90,8.05,mist
458,Port Antonio,JM,18.18,-76.4612,87.71,69,20,13.11,few clouds
459,Smidovich,RU,48.6,133.8167,38.77,69,5,7.38,clear sky
460,Lianran,CN,24.9227,102.485,54.14,97,100,2.84,overcast clouds
461,Uarini,BR,-2.99,-65.1083,94.95,87,100,1.52,overcast clouds
462,Renukut,IN,24.2,83.0333,67.21,66,0,2.68,clear sky
463,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,47.93,46,43,6.26,scattered clouds
464,Ostrovnoy,RU,68.0531,39.5131,34.39,66,84,20.65,light rain
465,Chhibramau,IN,27.1483,79.4979,74.19,59,47,2.84,scattered clouds
466,Karratha,AU,-20.7377,116.8463,75.31,62,2,10.38,clear sky
467,Mehamn,NO,71.0357,27.8492,30.38,68,77,6.98,broken clouds
468,Bubaque,GW,11.2833,-15.8333,82.47,73,100,6.31,overcast clouds
469,Erie,US,42.7667,-78.6664,56.55,64,100,1.01,overcast clouds
470,Santa Maria,BR,-29.6842,-53.8069,72.7,33,0,4.61,clear sky
471,Chippewa Falls,US,44.9369,-91.3929,49.89,56,1,13.8,clear sky
472,Tual,ID,-5.6667,132.75,79.79,80,100,0.65,moderate rain
473,Jupiter,US,26.9342,-80.0942,84.06,83,100,5.01,overcast clouds
474,Valente,BR,-11.4122,-39.4619,80.69,67,100,5.99,overcast clouds
475,Bathsheba,BB,13.2167,-59.5167,79.41,89,75,19.57,broken clouds
476,Dryden,CA,49.7833,-92.7503,39.49,70,40,8.05,scattered clouds
477,Manati,PR,18.4275,-66.4921,87.87,81,38,15.12,scattered clouds
478,York,US,40.1254,-77.0,65.89,68,75,8.05,broken clouds
479,Hornepayne,CA,49.2138,-84.7705,35.58,80,100,5.17,overcast clouds
480,Ubinskoye,RU,55.3068,79.6802,46.98,86,100,11.25,overcast clouds
481,Marsa Matruh,EG,31.3525,27.2453,73.6,68,40,11.5,scattered clouds
482,Brae,GB,60.3964,-1.353,51.71,94,99,9.66,overcast clouds
483,Sabang,ID,5.8933,95.3214,81.05,77,100,9.35,heavy intensity rain
484,Dobroye,RU,52.8678,39.8109,31.71,72,79,12.91,broken clouds
485,Zabid,YE,14.1951,43.3152,86.67,54,63,5.99,broken clouds
486,Kattivakkam,IN,13.2167,80.3167,80.69,72,100,7.9,overcast clouds
487,Azuaga,ES,38.2667,-5.6833,62.96,46,3,2.98,clear sky
488,Sur,OM,22.5667,59.5289,81.32,62,0,8.97,clear sky
489,Zemio,CF,5.0314,25.1361,74.12,83,52,1.7,broken clouds
490,Butterworth,MY,5.3991,100.3638,78.84,93,20,1.01,few clouds
491,Kisangani,CD,0.5167,25.2,69.26,97,100,1.97,overcast clouds
492,Poya,NC,-21.35,165.15,71.73,81,6,4.03,clear sky
493,Tatarbunary,UA,45.8373,29.6142,44.19,57,5,7.47,clear sky
494,Egersund,NO,58.4513,5.9997,53.82,91,100,17.9,light rain
495,Orotukan,RU,62.2667,151.7,6.87,85,100,6.51,overcast clouds
496,Khilok,RU,51.3674,110.4676,29.05,92,16,4.5,few clouds
497,Pandan,PH,14.0453,124.1694,78.89,88,92,5.55,moderate rain
498,Luwingu,ZM,-10.2621,29.9271,78.04,39,100,4.41,overcast clouds
499,San Juan,AR,-31.5375,-68.5364,86.47,10,0,5.06,clear sky
500,Maidenhead,GB,51.5228,-0.7199,57.49,93,40,8.05,scattered clouds
501,Bull Savanna,JM,17.8868,-77.5902,83.43,67,29,16.22,scattered clouds
502,Leo,BF,11.1,-2.1,79.41,64,73,4.0,broken clouds
503,Marsabit,KE,2.3284,37.9899,76.44,42,27,15.75,scattered clouds
504,Kalmunai,LK,7.4167,81.8167,78.1,84,100,4.18,heavy intensity rain
505,Acapulco,MX,16.8634,-99.8901,75.69,89,100,10.83,overcast clouds
506,Fort Stewart,US,31.8722,-81.61,82.42,54,1,5.75,clear sky
507,Buduran,ID,-7.4281,112.7234,80.56,83,20,4.61,haze
508,Leshukonskoye,RU,64.8989,45.7622,23.56,92,10,7.7,clear sky
509,Ketchikan,US,55.3422,-131.6461,50.47,53,1,11.5,clear sky
510,Khandbari,NP,27.3747,87.2039,61.93,81,36,3.22,scattered clouds
511,Shiraz,IR,29.6036,52.5388,60.24,27,0,0.0,clear sky
512,Mbaiki,CF,3.8678,17.9892,72.0,97,100,1.05,light rain
513,Antalaha,MG,-14.9003,50.2788,75.24,90,100,3.94,light rain
514,Santiago Del Estero,AR,-27.7951,-64.2615,86.81,12,0,11.92,clear sky
515,Dharchula,IN,29.85,80.5333,54.39,71,74,7.14,broken clouds
516,Cap Malheureux,MU,-19.9842,57.6142,75.47,70,87,7.0,overcast clouds
517,Avera,US,33.194,-82.5271,80.47,37,89,5.68,overcast clouds
518,Dicabisagan,PH,17.0818,122.4157,76.41,92,100,4.32,light rain
519,Baracoa,CU,20.3467,-74.4958,82.85,77,91,6.93,overcast clouds
520,Sibi,PK,29.5448,67.8764,75.2,30,11,5.44,few clouds
521,Jibuti,DJ,11.5,42.5,80.02,57,32,10.89,scattered clouds
522,Kruisfontein,ZA,-34.0033,24.7314,53.89,78,0,3.33,clear sky
523,Torrington,US,41.8007,-73.1212,58.77,61,48,1.01,scattered clouds
524,Anadyr,RU,64.75,177.4833,3.7,85,75,4.47,broken clouds
525,Santa Rosa,PH,14.3122,121.1114,78.78,86,92,7.9,overcast clouds
526,Sayula,MX,19.8667,-103.6167,80.31,48,87,1.61,overcast clouds
527,Maryville,US,35.7565,-83.9705,77.16,53,90,1.01,overcast clouds
528,Sulangan,PH,11.1373,123.7228,82.38,77,100,5.37,light rain
529,Pavlovsk,RU,50.4578,40.1081,42.04,67,89,12.82,overcast clouds
530,Lillooet,CA,50.6856,-121.942,50.72,97,100,4.81,overcast clouds
531,Tomohon,ID,1.3346,124.8392,66.63,91,68,1.54,broken clouds
532,Husavik,IS,66.0449,-17.3389,37.31,98,100,13.31,overcast clouds
533,Alofi,NU,-19.0595,-169.9187,76.89,61,77,14.97,broken clouds
534,San Lawrenz,MT,36.0553,14.204,69.85,84,18,1.99,few clouds
535,Sokoni,TZ,-6.4333,39.55,78.66,77,0,10.49,clear sky
536,Bulgan,MN,48.8125,103.5347,33.12,52,3,4.5,clear sky
537,Kitsuki,JP,33.4167,131.6167,56.62,91,100,3.44,heavy intensity rain
538,Ivanava,BY,52.1451,25.5365,37.47,72,87,1.97,overcast clouds
539,Champerico,GT,14.3,-91.9167,90.14,74,54,8.3,broken clouds
540,Doha,QA,25.2867,51.5333,84.09,68,0,2.3,clear sky
541,Hamilton,US,39.1834,-84.5333,68.99,96,75,1.01,broken clouds
542,Dulce Nombre De Culmi,HN,15.1,-85.5333,95.23,51,91,5.59,overcast clouds
543,Zapolyarnyy,RU,69.4154,30.8136,20.48,94,19,2.91,few clouds
544,Juruti,BR,-2.1522,-56.0922,90.61,53,61,2.64,broken clouds
545,Atherton,GB,53.5237,-2.4935,55.29,92,8,1.99,clear sky
546,Tacuarembo,UY,-31.7333,-55.9833,71.46,41,0,4.29,clear sky
547,Nong Chik,TH,6.8436,101.178,77.81,83,100,1.48,overcast clouds
548,Quesnel,CA,52.9999,-122.5029,37.9,93,40,3.44,scattered clouds
549,Bosaso,SO,11.2842,49.1816,80.06,64,1,4.07,clear sky
550,Shieli,KZ,44.1667,66.75,51.46,37,54,6.15,broken clouds
551,Goderich,CA,43.7501,-81.7165,54.91,71,100,8.05,overcast clouds
552,Diplo,PK,24.4667,69.584,77.43,62,0,7.54,clear sky
553,Olga,RU,43.7444,135.2892,39.67,64,0,4.81,clear sky
554,Flin Flon,CA,54.7682,-101.865,40.84,65,75,14.97,broken clouds
555,Phan Thiet,VN,10.9333,108.1,76.48,89,100,3.2,overcast clouds
556,Tocopilla,CL,-22.092,-70.1979,64.47,62,21,7.07,few clouds
557,Kollam,IN,8.8833,76.6,78.67,88,96,6.26,overcast clouds
558,Verkh-Usugli,RU,52.7,115.1667,26.26,93,9,3.31,clear sky
559,Port Hardy,CA,50.6996,-127.4199,55.58,67,75,33.38,light intensity shower rain
560,Kuminskiy,RU,58.6667,66.5667,39.43,97,100,3.98,light rain
561,Safford,US,32.834,-109.7076,81.93,26,9,2.62,clear sky
562,Aykhal,RU,66.0,111.5,15.49,100,100,4.83,overcast clouds
563,Mackay,AU,-21.15,149.2,75.69,83,77,6.91,broken clouds
564,Glubokiy,RU,48.5217,40.3258,42.21,58,97,7.45,overcast clouds
565,Sesheke,ZM,-17.4759,24.2968,75.67,46,12,3.38,light rain
566,Leeton,AU,-34.5667,146.4,44.51,81,0,8.05,clear sky
567,Aksu,CN,41.1231,80.2644,48.56,45,0,4.54,clear sky
568,Payson,US,40.0444,-111.7321,61.0,69,90,5.75,overcast clouds
569,Sinnamary,GF,5.3833,-52.95,80.92,82,100,11.65,overcast clouds
570,Matagami,CA,49.7502,-77.6328,44.71,65,75,0.0,broken clouds
571,Mujiayingzi,CN,42.1167,118.7833,42.51,62,84,7.31,broken clouds
572,Tretten,NO,61.3142,10.3007,47.64,98,100,5.46,overcast clouds
573,Svirstroy,RU,60.7999,33.7248,28.54,80,61,2.51,broken clouds
574,Zhanaozen,KZ,43.3,52.8,53.06,29,8,8.28,clear sky
575,Tshikapa,CD,-6.4167,20.8,76.17,76,52,2.28,broken clouds
576,Yanam,IN,16.7333,82.2167,75.7,73,82,3.94,broken clouds
577,Gasa,PS,31.5,34.4667,71.91,63,0,5.88,clear sky
578,Ballarat,AU,-37.5662,143.8496,43.99,72,99,7.43,overcast clouds
579,Newport,GB,51.5877,-2.9984,57.74,87,9,12.8,clear sky
580,Inirida,CO,3.8653,-67.9239,85.89,70,88,2.57,moderate rain
581,Andrychow,PL,49.855,19.3383,43.86,69,89,4.03,overcast clouds
582,Hambantota,LK,6.1241,81.1185,79.59,78,100,8.1,light rain
583,Bahia Honda,CU,22.9036,-83.1592,83.25,76,99,7.76,overcast clouds
584,Upington,ZA,-28.4478,21.2561,66.58,32,0,5.75,clear sky
585,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.72,77,20,7.0,few clouds
586,Buerarema,BR,-14.9594,-39.2997,81.19,93,98,3.96,overcast clouds
587,Tamiahua,MX,21.2667,-97.45,85.62,62,59,6.69,broken clouds
588,Taicheng,CN,38.731,113.228,44.01,65,90,2.06,overcast clouds
589,Chapais,CA,49.7834,-74.8492,44.38,60,100,6.17,overcast clouds
590,Tommot,RU,58.9564,126.2925,32.02,83,100,4.5,overcast clouds
591,Mackenzie,CA,55.2999,-123.1698,37.62,87,90,6.91,overcast clouds
592,Glenwood Springs,US,39.5505,-107.3248,62.13,54,1,8.05,clear sky
593,Novo Aripuana,BR,-5.1206,-60.3797,91.36,50,93,4.09,overcast clouds
594,Reo,BF,12.3167,-2.4667,81.16,62,66,8.3,broken clouds
595,Hammerfest,NO,70.6634,23.6821,27.05,80,0,5.75,clear sky
596,Shingu,JP,33.7333,135.9833,60.75,92,100,5.3,overcast clouds
597,Cervo,ES,43.6702,-7.4101,57.96,86,9,8.21,clear sky
598,Soavinandriana,MG,-19.1667,46.7333,65.88,63,55,2.68,broken clouds
599,Hobyo,SO,5.3505,48.5268,79.88,80,88,11.16,overcast clouds
600,Loding,NO,67.3,14.75,37.65,90,90,13.0,moderate rain
601,Nangomba,TZ,-10.9,38.5,77.18,68,1,7.16,clear sky
602,Verkhoyansk,RU,67.5447,133.385,5.32,98,100,1.61,overcast clouds
603,Ilabaya,PE,-17.4208,-70.5133,75.06,31,5,10.47,clear sky
604,Nkowakowa,ZA,-23.8878,30.2871,55.45,73,100,9.37,overcast clouds
605,Mufulira,ZM,-12.5498,28.2407,80.37,30,100,1.3,overcast clouds
606,Loikaw,MM,19.6742,97.2094,66.47,97,98,1.54,overcast clouds
607,North Bend,US,43.4065,-124.2243,58.91,85,90,19.57,overcast clouds
608,Isla Vista,US,34.4133,-119.861,76.3,70,1,12.66,clear sky
609,Kernersville,US,36.1199,-80.0736,76.48,48,20,3.0,few clouds
610,Chifeng,CN,42.2683,118.9636,43.74,59,95,6.17,overcast clouds
611,Toguchin,RU,55.2353,84.3858,45.41,78,100,14.29,overcast clouds
612,Pemba,MZ,-12.974,40.5178,78.46,84,9,8.88,clear sky
613,Jambi,ID,-1.6,103.6167,73.85,97,88,0.13,overcast clouds
614,Namatanai,PG,-3.6667,152.4333,79.3,80,84,5.73,broken clouds
615,Saint-Pierre,RE,-21.3393,55.4781,73.56,78,0,2.3,clear sky
616,Bella Vista,US,36.4295,-94.2316,79.32,73,90,3.0,overcast clouds
617,Kainantu,PG,-6.2887,145.8655,55.83,88,96,1.21,overcast clouds
618,Camacha,PT,33.0833,-16.3333,67.42,56,40,8.05,scattered clouds
619,Galesong,ID,-5.3166,119.3661,75.22,75,29,4.9,scattered clouds
620,Am Timan,TD,11.0297,20.2827,83.52,50,83,3.33,broken clouds
621,Sasolburg,ZA,-26.8136,27.817,55.49,69,60,19.19,broken clouds
622,Penal,TT,10.1667,-61.4667,82.89,76,100,12.15,overcast clouds
623,Saint-Georges,GD,12.0564,-61.7485,87.48,66,20,16.11,few clouds
624,La Ronge,CA,55.1001,-105.2842,39.45,75,75,17.27,broken clouds
625,Garissa,KE,-0.4536,39.6401,80.83,60,21,17.13,few clouds
626,Novaya Ladoga,RU,60.1025,32.3019,32.31,78,68,7.56,broken clouds
627,Kuna,US,43.4918,-116.4201,50.77,90,1,4.0,mist
628,Kaeo,NZ,-35.1,173.7833,61.32,98,26,2.66,scattered clouds
629,Dofteana,RO,46.3167,26.5167,40.86,70,8,1.5,clear sky
630,Buin,CL,-33.7333,-70.75,84.52,12,0,3.53,clear sky
631,Asyut,EG,27.181,31.1837,69.98,42,0,10.89,clear sky
632,Adzope,CI,6.1069,-3.8619,73.8,98,97,3.38,overcast clouds
633,Birao,CF,10.2849,22.7882,79.16,41,100,3.53,overcast clouds
634,Sambava,MG,-14.2667,50.1667,76.15,88,100,4.85,light rain
635,Pochutla,MX,15.7432,-96.4661,88.83,60,89,7.05,overcast clouds
636,Toledo,ES,39.8333,-4.0,61.09,40,3,2.17,clear sky
637,Yakeshi,CN,49.2833,120.7333,31.35,64,0,3.87,clear sky
638,Tabou,CI,4.423,-7.3528,77.74,84,86,7.0,overcast clouds
639,Ocos,GT,14.5094,-92.1933,90.1,74,99,8.81,overcast clouds
640,Muncar,ID,-8.4333,114.3333,77.04,81,100,2.15,overcast clouds
641,Media Luna,CU,20.1419,-77.435,85.01,67,80,3.49,broken clouds
642,Villamontes,BO,-21.25,-63.5,88.16,18,0,8.32,clear sky
643,Ashland,US,40.8167,-82.2665,56.88,95,100,5.95,moderate rain
644,Kargopol,RU,61.5071,38.9456,26.49,87,8,5.59,clear sky
645,Itarema,BR,-2.9248,-39.9167,83.21,64,2,15.26,clear sky
646,Winsum,NL,53.33,6.5208,46.98,55,8,10.13,clear sky
647,Turinsk,RU,58.0458,63.696,39.96,92,100,8.7,light rain
648,Adre,TD,13.4667,22.2,82.11,22,9,14.97,clear sky
649,Murud,IN,18.3258,72.965,74.82,82,18,4.52,few clouds
650,Viedma,AR,-40.8135,-62.9967,81.73,18,1,29.17,clear sky
651,Gribanovskiy,RU,51.4579,41.9764,38.14,84,80,12.8,light rain
652,Macheng,CN,31.1783,115.0319,54.45,75,100,1.88,overcast clouds
653,Pulgaon,IN,20.7333,78.3333,69.69,64,11,4.52,few clouds
654,Panaba,MX,21.2833,-88.2667,92.82,48,93,8.03,overcast clouds
655,Shiyan,CN,32.6475,110.7781,53.96,79,100,1.01,overcast clouds
656,Rockland,US,41.1668,-74.0496,59.85,72,100,7.2,overcast clouds
657,Thunder Bay,CA,48.4001,-89.3168,46.31,57,75,6.91,broken clouds
658,Qeshm,IR,26.9581,56.2719,84.09,69,0,11.01,clear sky
659,Ratnagiri,IN,16.9833,73.3,76.44,84,95,7.74,overcast clouds
660,Moose Factory,CA,51.2585,-80.6094,41.0,87,75,4.61,broken clouds
661,Cabedelo,BR,-6.9811,-34.8339,84.87,68,99,10.65,overcast clouds
662,Merke,KZ,42.8728,73.1786,47.95,47,0,2.3,clear sky
663,Nara,JP,34.6851,135.8049,59.92,68,100,3.04,moderate rain
664,Teguldet,RU,57.3064,88.1667,39.34,89,75,8.43,broken clouds
665,Zlobin,HR,45.2924,14.6541,45.7,40,0,9.22,clear sky
666,Usagara,TZ,-2.6833,33.0,75.42,70,48,6.06,scattered clouds
667,Ibra,OM,22.6906,58.5334,77.83,49,49,6.82,scattered clouds
668,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,100,3.44,overcast clouds
669,Pio Xii,BR,-3.8325,-45.1525,85.87,64,99,2.35,overcast clouds
670,Napier,NZ,-39.4833,176.9167,57.24,86,100,8.66,overcast clouds
671,San Isidro,PE,-12.1167,-77.05,69.26,66,75,1.01,broken clouds
672,Sechura,PE,-5.5569,-80.8222,77.63,56,60,16.37,broken clouds
673,La Orilla,MX,17.9833,-102.2333,77.29,91,100,4.81,overcast clouds
674,Tecolutilla,MX,18.2833,-93.3167,91.94,70,54,0.22,broken clouds
675,Baloda Bazar,IN,21.6667,82.1667,68.72,69,2,4.03,clear sky
676,Kasongo-Lunda,CD,-6.4667,16.8167,73.11,88,100,1.39,light rain
677,Sompeta,IN,18.9333,84.6,74.7,72,6,3.85,clear sky
678,Tandil,AR,-37.3217,-59.1332,66.76,45,4,15.95,clear sky
679,Tigzirt,DZ,36.8886,4.1198,63.59,71,0,9.08,clear sky
680,Griffith,US,41.5284,-87.4237,51.96,95,90,3.0,moderate rain
